;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ;data
4566;202202;3203908,0;NOVA VENÉCIA;32,0;ESPÍRITO SANTO;SE;SUDESTE;56840139,57;176016;20906126,41;14140;54739079,8;136016;21007606,64;37100;16303;1123;16185;1130;2022-02-01
4567;202202;2309508,0;ORÓS;23,0;CEARÁ;NE;NORDESTE;13496467,89;59994;1966984,94;1775;14321947,62;57194;2188530,44;3191;4989;147;5267;137;2022-02-01
4568;202202;3163300,0;SÃO JOSÉ DO DIVINO;31,0;MINAS GERAIS;SE;SUDESTE;4501717,58;8690;684033,58;412;3698475,04;7294;822140,46;620;955;35;946;36;2022-02-01
4569;202202;3529203,0;MARTINÓPOLIS;35,0;SÃO PAULO;SE;SUDESTE;25052079,77;86825;14909345,27;7365;26414722,73;73045;12439255,77;12204;8366;572;8367;580;2022-02-01
4570;202202;2806404,0;SANTANA DO SÃO FRANCISCO;28,0;SERGIPE;NE;NORDESTE;3426529,42;18451;425870,22;371;3510803,94;16502;525739,43;459;1693;27;1961;24;2022-02-01
4571;202202;3306107,0;VALENÇA;33,0;RIO DE JANEIRO;SE;SUDESTE;59079803,82;250553;25621035,8;14836;59479268,05;217027;25539992,79;29848;24132;1328;24330;1288;2022-02-01
4572;202202;5200605,0;ALTO PARAÍSO DE GOIÁS;52,0;GOIÁS;CO;CENTRO-OESTE;16658020,71;51204;8009287,22;7423;17318884,26;45173;6568992,25;16999;3742;489;3819;460;2022-02-01
4573;202202;4112900,0;JUNDIAÍ DO SUL;41,0;PARANÁ;SU;SUL;2067821,44;6693;363893,25;457;1929816,26;5372;325002,52;557;795;43;742;49;2022-02-01
4574;202202;3530805,0;MOGI MIRIM;35,0;SÃO PAULO;SE;SUDESTE;150340457,86;421757;136838134,82;47214;156844060,48;353011;146445444,56;71717;39892;3349;39035;3234;2022-02-01
4575;202202;2206951,0;NOVO SANTO ANTÔNIO;22,0;PIAUÍ;NE;NORDESTE;2023908,05;7990;106641,55;193;2042309,77;10523;87043,24;282;478;15;503;14;2022-02-01
4576;202202;3542701,0;RESTINGA;35,0;SÃO PAULO;SE;SUDESTE;6664506,68;29549;4273509,56;2202;7030341,33;25575;2443689,13;3430;2543;168;2616;153;2022-02-01
4577;202202;3161502,0;SÃO GERALDO;31,0;MINAS GERAIS;SE;SUDESTE;5619823,48;20169;2127241,29;1439;5510327,09;16357;3256902,36;2581;2143;152;2118;161;2022-02-01
4578;202202;2211704,0;WALL FERRAZ;22,0;PIAUÍ;NE;NORDESTE;1831858,09;10570;204688,96;283;1939963,87;8795;167045,94;608;847;31;890;29;2022-02-01
4579;202202;2204154,0;FRANCISCO MACEDO;22,0;PIAUÍ;NE;NORDESTE;1951731,97;7972;166070,74;132;1711205,55;7043;429584,87;394;704;18;773;17;2022-02-01
4580;202202;4215356,0;SALTINHO;42,0;SANTA CATARINA;SU;SUL;1765673,49;4214;534024,36;463;1494118,81;2890;363799,46;843;754;68;622;69;2022-02-01
4581;202202;3505104,0;BARBOSA;35,0;SÃO PAULO;SE;SUDESTE;4896018,86;21297;2966991,34;1496;5188294,32;17801;3570092,38;2023;2075;89;2147;93;2022-02-01
4582;202202;3166501,0;SERRA AZUL DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;2939648,52;9038;151013,35;128;2627352,28;7942;178399,8;343;920;26;965;31;2022-02-01
4583;202202;3542305,0;REDENÇÃO DA SERRA;35,0;SÃO PAULO;SE;SUDESTE;2073861,9;10078;1240117,47;1191;2553826,85;9478;1333986,06;1211;1095;79;1091;78;2022-02-01
4584;202202;2312304,0;SÃO BENEDITO;23,0;CEARÁ;NE;NORDESTE;28681352,37;122087;7631760,09;7389;28927144,14;108940;7798193,78;19580;10834;512;11799;485;2022-02-01
4585;202202;2914208,0;IRAJUBA;29,0;BAHIA;NE;NORDESTE;3611835,25;20065;1951817,7;356;3678952,38;18388;1522585,29;631;1518;31;1602;27;2022-02-01
4586;202202;2921005,0;MATA DE SÃO JOÃO;29,0;BAHIA;NE;NORDESTE;54394238,95;314234;34847213,36;21270;57866983,34;281892;43730449,06;38738;18551;1187;19507;1102;2022-02-01
4587;202202;3549003,0;SÃO FRANCISCO;35,0;SÃO PAULO;SE;SUDESTE;3979832,25;7001;205262,71;359;3312983,44;5311;365546,49;749;742;36;777;47;2022-02-01
4588;202202;4119707,0;PLANALTINA DO PARANÁ;41,0;PARANÁ;SU;SUL;4945260,31;10988;5092002,73;653;6006057,79;7843;2048534,2;1637;1300;72;1221;79;2022-02-01
4589;202202;2200905,0;AROAZES;22,0;PIAUÍ;NE;NORDESTE;2722956,89;17457;388846,5;417;2669251,17;14741;310989,49;1124;1400;46;1556;51;2022-02-01
4590;202202;3118205,0;CONQUISTA;31,0;MINAS GERAIS;SE;SUDESTE;5748482,18;21982;2775545,11;1322;5555186,93;17198;1050147,08;2787;2107;109;2067;114;2022-02-01
4591;202202;5220702,0;SÍTIO D'ABADIA;52,0;GOIÁS;CO;CENTRO-OESTE;1777710,41;8220;1825518,17;179;1674375,5;6249;130702,69;470;702;16;711;17;2022-02-01
4592;202202;2805604,0;PORTO DA FOLHA;28,0;SERGIPE;NE;NORDESTE;15077425,79;66745;1785483,97;1784;15111940,32;61328;1478012,33;4084;5885;125;6215;119;2022-02-01
4593;202202;4301008,0;ARROIO DO MEIO;43,0;RIO GRANDE DO SUL;SU;SUL;17239123,41;53971;12294271,5;7496;16891731,93;38812;16885373,95;14304;7021;854;6368;881;2022-02-01
4594;202202;2304509,0;FRECHEIRINHA;23,0;CEARÁ;NE;NORDESTE;11196234,13;41492;7569589,71;2093;10535354,78;48240;9639158,74;9840;3581;148;3535;135;2022-02-01
4595;202202;3137304,0;LAGOA DOS PATOS;31,0;MINAS GERAIS;SE;SUDESTE;3152410,13;14813;684461,35;432;3123816,13;13637;653219,79;730;1168;36;1211;38;2022-02-01
4596;202202;3204104,0;PINHEIROS;32,0;ESPÍRITO SANTO;SE;SUDESTE;28317313,55;96442;8744427,52;5238;31978334,66;74617;12490669,08;17929;7806;440;7948;431;2022-02-01
4597;202202;4215679,0;SANTA TEREZINHA;42,0;SANTA CATARINA;SU;SUL;4518116,94;12109;3217412,22;1539;5378262,49;8485;2575303,38;2838;1634;152;1469;150;2022-02-01
4598;202202;2312007,0;SANTANA DO ACARAÚ;23,0;CEARÁ;NE;NORDESTE;13933975,11;74984;2347418,44;1312;13723691,23;69072;1480298,99;3131;6685;119;6814;113;2022-02-01
4599;202202;3123908,0;ENTRE RIOS DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;12148646,93;39210;4533522,61;3488;12410786,85;30983;3755944,63;8942;4416;362;4256;373;2022-02-01
4600;202202;3540309,0;PONTES GESTAL;35,0;SÃO PAULO;SE;SUDESTE;2624396,08;8705;7307916,29;669;2450169,45;7517;539243,42;751;955;46;900;39;2022-02-01
4601;202202;3542206,0;RANCHARIA;35,0;SÃO PAULO;SE;SUDESTE;29454043,59;102766;72644795,31;9758;34188956,36;85092;14823371,96;18751;10126;776;10110;765;2022-02-01
4602;202202;3149408,0;PEDRO TEIXEIRA;31,0;MINAS GERAIS;SE;SUDESTE;688239,03;2337;41511,91;50;884223,67;2028;31704,11;74;325;12;343;10;2022-02-01
4603;202202;4211801,0;OURO;42,0;SANTA CATARINA;SU;SUL;5259487,97;13878;4684785,1;2889;4831040,16;9377;4737277,62;4775;1978;248;1751;256;2022-02-01
4604;202202;2601409,0;BARREIROS;26,0;PERNAMBUCO;NE;NORDESTE;29609709,26;140716;8015604,98;4712;31423882,85;143438;8302345,82;11205;11111;375;12695;353;2022-02-01
4605;202202;3504206,0;AURIFLAMA;35,0;SÃO PAULO;SE;SUDESTE;19533718,19;52218;10706696,28;6443;21820858,26;42739;11540825,23;11752;4868;524;4873;522;2022-02-01
4606;202202;3517802,0;GUARAÇAÍ;35,0;SÃO PAULO;SE;SUDESTE;6819136,82;23119;1374079,41;1403;7779329,74;17892;2043743,58;4012;2413;149;2372;159;2022-02-01
4607;202202;2103604,0;COROATÁ;21,0;MARANHÃO;NE;NORDESTE;32614931,57;198228;9749633,58;6649;32579902,22;171654;8328784,53;16501;14918;351;15647;355;2022-02-01
4608;202202;2109056,0;PORTO RICO DO MARANHÃO;21,0;MARANHÃO;NE;NORDESTE;2754131,75;17096;67927,81;111;2903898,06;15906;76077,62;241;1388;15;1510;18;2022-02-01
4609;202202;3553104,0;TAIAÇU;35,0;SÃO PAULO;SE;SUDESTE;5475708,74;19589;1405553,96;1254;5665047,67;16395;1672499,5;1970;1884;103;1827;110;2022-02-01
4610;202202;5007802,0;SELVÍRIA;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;5661911,37;22562;2881032,67;1922;5798557,47;18378;5078081,93;3311;2124;128;2126;127;2022-02-01
4611;202202;2406403,0;LAGOA DE VELHOS;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;1761132,66;13525;369173,59;298;1773283,26;11995;165160,19;122;970;20;977;17;2022-02-01
4612;202202;2914109,0;IPUPIARA;29,0;BAHIA;NE;NORDESTE;7484458,55;23338;1289613,29;1054;6572403,26;20624;1331043,03;3385;2236;108;2248;121;2022-02-01
4613;202202;3515129,0;EMILIANÓPOLIS;35,0;SÃO PAULO;SE;SUDESTE;2425019,78;8615;1285166,24;643;2278367,02;6617;1787246,4;1309;868;57;847;61;2022-02-01
4614;202202;4314035,0;PARECI NOVO;43,0;RIO GRANDE DO SUL;SU;SUL;3628369,82;10247;7447524,98;1737;3620360,58;7645;6669706,16;2997;1287;146;1136;141;2022-02-01
4615;202202;2900207,0;ABARÉ;29,0;BAHIA;NE;NORDESTE;10923195,79;60900;2275408,0;1476;11187180,83;52313;1732925,84;3432;4355;100;4349;100;2022-02-01
4616;202202;2705101,0;MATRIZ DE CAMARAGIBE;27,0;ALAGOAS;NE;NORDESTE;12966702,7;68764;2606862,57;2675;13345766,4;64860;1360624,35;3732;5865;193;6592;162;2022-02-01
4617;202202;4212270,0;PASSOS MAIA;42,0;SANTA CATARINA;SU;SUL;1564697,91;5107;3542547,4;411;1598241,16;3663;19600133,66;638;823;80;724;88;2022-02-01
4618;202202;2309607,0;PACAJUS;23,0;CEARÁ;NE;NORDESTE;75078712,71;358769;18244052,54;20725;78027395,65;337690;21807765,73;43021;24344;1035;25931;890;2022-02-01
4619;202202;2102309,0;BURITI BRAVO;21,0;MARANHÃO;NE;NORDESTE;10994730,7;57617;1523681,37;1269;11379775,12;50208;1729491,76;3588;4730;101;4931;103;2022-02-01
4620;202202;3128907,0;GUIMARÂNIA;31,0;MINAS GERAIS;SE;SUDESTE;8334370,07;22776;2141969,78;1484;7986514,36;18672;1812736,31;4779;2306;160;2239;164;2022-02-01
4621;202202;1505437,0;OURILÂNDIA DO NORTE;15,0;PARÁ;NO;NORTE;47399390,56;145837;15556782,91;7879;44344185,27;115177;12324567,58;24261;10440;419;10576;423;2022-02-01
4622;202202;5001003,0;APARECIDA DO TABOADO;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;27531753,54;99092;25601761,74;12747;28198678,18;79178;35215655,49;23850;8747;743;8817;774;2022-02-01
4623;202202;3533205,0;NOVA INDEPENDÊNCIA;35,0;SÃO PAULO;SE;SUDESTE;4222541,01;14869;1164106,09;1247;4973469,57;11446;1346924,22;2549;1336;100;1331;86;2022-02-01
4624;202202;3154606,0;RIBEIRÃO DAS NEVES;31,0;MINAS GERAIS;SE;SUDESTE;375299452,91;1858060;144916704,65;98050;414600158,0;1721786;149669849,73;246645;137864;6559;147455;5995;2022-02-01
4625;202202;3147006,0;PARACATU;31,0;MINAS GERAIS;SE;SUDESTE;155319317,99;495045;60044666,99;43978;157793096,75;408889;50662688,39;81914;38330;2741;39600;2591;2022-02-01
4626;202202;1101500,0;SERINGUEIRAS;11,0;RONDÔNIA;NO;NORTE;12398090,32;38784;9505619,43;2761;11467940,12;28625;5144730,16;8036;3909;213;3752;212;2022-02-01
4627;202202;2100105,0;AFONSO CUNHA;21,0;MARANHÃO;NE;NORDESTE;2572278,17;11812;195845,34;257;2103465,53;10273;154367,07;412;1032;22;1109;24;2022-02-01
4628;202202;2700409,0;ATALAIA;27,0;ALAGOAS;NE;NORDESTE;20303888,89;94920;5935940,32;3322;20543294,82;86754;5647692,61;5876;8125;244;9599;213;2022-02-01
4629;202202;2104206,0;FORTUNA;21,0;MARANHÃO;NE;NORDESTE;8924693,01;43158;2117025,12;1030;8808344,33;36427;1705391,79;2791;3704;87;3985;86;2022-02-01
4630;202202;3540705,0;PORTO FERREIRA;35,0;SÃO PAULO;SE;SUDESTE;58369379,81;198718;67004111,15;27846;63016817,48;171665;60055988,81;44385;20148;1948;20047;1956;2022-02-01
4631;202202;3154150,0;REDUTO;31,0;MINAS GERAIS;SE;SUDESTE;4191237,37;19229;1270349,98;1500;4727825,96;16449;1231969,97;2076;1735;141;1777;128;2022-02-01
4632;202202;4307559,0;ESTAÇÃO;43,0;RIO GRANDE DO SUL;SU;SUL;4433895,33;13002;2281052,91;1268;3978717,09;8543;18899039,37;2570;1826;180;1586;190;2022-02-01
4633;202202;5106190,0;NOVA SANTA HELENA;51,0;MATO GROSSO;CO;CENTRO-OESTE;4622560,95;10876;2081622,46;1586;4172376,36;8353;1758239,96;2857;1202;124;1113;114;2022-02-01
4634;202202;2303931,0;CHORÓ;23,0;CEARÁ;NE;NORDESTE;7666345,82;45224;1016193,05;832;7516964,5;40125;807161,3;1572;3446;50;3608;46;2022-02-01
4635;202202;3154507,0;RIACHO DOS MACHADOS;31,0;MINAS GERAIS;SE;SUDESTE;4589893,93;24826;1275088,53;724;4492343,32;18332;698242,86;1454;2230;53;2211;53;2022-02-01
4636;202202;1301308,0;CODAJÁS;13,0;AMAZONAS;NO;NORTE;7891036,49;52783;2130796,05;1088;7596599,67;45654;1060108,28;2316;4162;82;4007;97;2022-02-01
4637;202202;4308854,0;GENTIL;43,0;RIO GRANDE DO SUL;SU;SUL;1165485,81;2580;962044,96;213;1093658,27;1660;440401,7;427;404;32;309;38;2022-02-01
4638;202202;3526407,0;LARANJAL PAULISTA;35,0;SÃO PAULO;SE;SUDESTE;32212636,93;97398;28742230,0;11364;35499817,65;84897;41544762,57;19828;9893;921;9779;914;2022-02-01
4639;202202;1502608,0;COLARES;15,0;PARÁ;NO;NORTE;4628341,87;37185;520608,98;740;4617489,49;34309;629619,26;1392;2655;39;2865;43;2022-02-01
4640;202202;5108204,0;TORIXORÉU;51,0;MATO GROSSO;CO;CENTRO-OESTE;5057539,94;16283;1540423,75;912;5042311,58;12665;641197,93;1660;1466;69;1374;62;2022-02-01
4641;202202;5204607,0;CAMPESTRE DE GOIÁS;52,0;GOIÁS;CO;CENTRO-OESTE;4541079,22;13937;597738,95;853;4747001,13;13219;793925,34;1291;1072;51;1158;47;2022-02-01
4642;202202;3126802,0;FREI GASPAR;31,0;MINAS GERAIS;SE;SUDESTE;2656355,81;12736;821254,4;544;2703588,02;11450;1058773,38;1128;1301;46;1381;42;2022-02-01
4643;202202;2403509,0;ESPÍRITO SANTO;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;4529127,21;23529;1203190,14;808;4716842,24;24136;648414,19;1247;1970;46;2195;50;2022-02-01
4644;202202;2920205,0;MALHADA;29,0;BAHIA;NE;NORDESTE;8535762,25;38832;824197,91;866;7820442,49;31978;918870,1;1503;3671;84;3911;74;2022-02-01
4645;202202;3165602,0;SENADOR CORTES;31,0;MINAS GERAIS;SE;SUDESTE;1098020,45;3969;203387,91;210;1289055,51;3283;265011,97;340;456;28;497;30;2022-02-01
4646;202202;3145372,0;NOVORIZONTE;31,0;MINAS GERAIS;SE;SUDESTE;2983474,02;12064;672287,53;478;2987719,28;9801;755121,5;816;1182;47;1251;40;2022-02-01
4647;202202;4204905,0;DESCANSO;42,0;SANTA CATARINA;SU;SUL;6217074,96;16301;4427385,74;2565;6233205,88;11428;5384395,18;4720;2172;263;1934;267;2022-02-01
4648;202202;2919959,0;MAETINGA;29,0;BAHIA;NE;NORDESTE;2135048,25;10816;558368,06;297;2383162,2;9388;559298,68;514;1166;41;1273;34;2022-02-01
4649;202202;3105707,0;BARRA LONGA;31,0;MINAS GERAIS;SE;SUDESTE;2724967,25;10619;703250,4;502;2779068,14;8747;480153,68;1396;1221;67;1248;77;2022-02-01
4650;202202;3113800,0;CARMÉSIA;31,0;MINAS GERAIS;SE;SUDESTE;2140596,08;7961;2555757,1;363;1848160,01;6657;2393904,1;582;767;42;769;38;2022-02-01
4651;202202;2504306,0;CATOLÉ DO ROCHA;25,0;PARAÍBA;NE;NORDESTE;27929443,49;94632;9528840,62;4848;27053835,87;87504;10427527,5;13594;7792;368;8197;382;2022-02-01
4652;202202;3137403,0;LAGOA DOURADA;31,0;MINAS GERAIS;SE;SUDESTE;9479026,54;18232;4159503,93;1767;9881107,89;14288;4179060,34;3624;2480;212;2302;222;2022-02-01
4653;202202;2903508,0;BELO CAMPO;29,0;BAHIA;NE;NORDESTE;8425470,81;41211;1228186,95;1557;8802971,36;39715;1210078,49;3581;3727;145;3914;132;2022-02-01
4654;202202;5204557,0;CALDAZINHA;52,0;GOIÁS;CO;CENTRO-OESTE;5467282,52;14205;707060,82;626;5346973,67;13392;701088,6;1548;1126;49;1194;55;2022-02-01
4655;202202;4214706,0;RIO DOS CEDROS;42,0;SANTA CATARINA;SU;SUL;6223168,4;19551;12543575,13;3246;6715702,63;15191;15686515,51;9926;2932;369;2628;391;2022-02-01
4656;202202;4107538,0;ENTRE RIOS DO OESTE;41,0;PARANÁ;SU;SUL;6133994,62;12876;5989976,37;1806;7732144,29;8522;6838583,84;3731;1483;181;1289;174;2022-02-01
4657;202202;4312708,0;NONOAI;43,0;RIO GRANDE DO SUL;SU;SUL;10042532,99;30940;14827535,99;3657;10316896,66;22850;21641827,78;6952;3583;350;3407;387;2022-02-01
4658;202202;2608909,0;LIMOEIRO;26,0;PERNAMBUCO;NE;NORDESTE;50481664,43;196581;78487559,69;10707;51677322,65;190452;62452270,26;17321;15828;712;17487;684;2022-02-01
4659;202202;2406155,0;JUNDIÁ;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;1522153,48;8542;66196,01;85;1687390,73;8362;27935,3;87;765;13;828;11;2022-02-01
4660;202202;2511707,0;PILÕEZINHOS;25,0;PARAÍBA;NE;NORDESTE;1796487,9;8414;175175,0;280;1908514,88;8275;108136,58;520;813;23;977;20;2022-02-01
4661;202202;4210704,0;MATOS COSTA;42,0;SANTA CATARINA;SU;SUL;2085828,96;4885;342929,43;278;2296140,08;3924;594414,75;411;628;43;629;44;2022-02-01
4662;202202;2105807,0;LAGO DO JUNCO;21,0;MARANHÃO;NE;NORDESTE;4903696,38;25401;868021,91;360;4642001,3;20516;542315,69;899;2131;36;2076;33;2022-02-01
4663;202202;4219606,0;XAVANTINA;42,0;SANTA CATARINA;SU;SUL;3837464,79;5642;3146075,94;608;3366589,98;3867;1891517,15;1017;841;94;738;86;2022-02-01
4664;202202;4217253,0;SÃO PEDRO DE ALCÂNTARA;42,0;SANTA CATARINA;SU;SUL;4427454,06;12717;2607655,92;1532;4663117,81;10357;2654205,71;2614;1435;156;1365;149;2022-02-01
4665;202202;2616209,0;VERTENTES;26,0;PERNAMBUCO;NE;NORDESTE;12581101,12;50957;3041078,31;2221;14960620,81;46078;3488184,93;5336;4180;148;4385;153;2022-02-01
4666;202202;5221809,0;URUTAÍ;52,0;GOIÁS;CO;CENTRO-OESTE;3786437,06;10790;895899,42;469;3479274,13;9096;255170,73;1341;994;48;1027;40;2022-02-01
4667;202202;2409100,0;PASSA E FICA;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;7333398,06;32016;2950528,1;2228;7443817,54;34575;2827998,72;6475;2566;131;2778;125;2022-02-01
4668;202202;3136652,0;JUATUBA;31,0;MINAS GERAIS;SE;SUDESTE;32480915,73;140489;23965770,18;12763;33335922,34;117112;18735288,18;20995;11622;834;11918;801;2022-02-01
4669;202202;4101903,0;ASSAÍ;41,0;PARANÁ;SU;SUL;16611992,56;50923;5831749,5;4238;16688993,42;41597;6017878,58;8843;5257;347;5336;369;2022-02-01
4670;202202;3503406,0;AREALVA;35,0;SÃO PAULO;SE;SUDESTE;8041466,39;24276;3330884,34;2384;9685905,33;19980;3913739,96;3112;2555;178;2538;176;2022-02-01
4671;202202;4107751,0;FIGUEIRA;41,0;PARANÁ;SU;SUL;6007994,53;23221;4953060,96;2599;6354095,37;18423;4474902,39;4760;2466;189;2487;191;2022-02-01
4672;202202;3544806,0;SALES;35,0;SÃO PAULO;SE;SUDESTE;7698179,12;20166;3597277,04;1552;7448804,31;16676;3658699,19;3524;1985;158;1909;143;2022-02-01
4673;202202;2207900,0;PEDRO II;22,0;PIAUÍ;NE;NORDESTE;19010347,6;83614;4370978,71;3690;19872389,83;78449;4503085,92;6833;7584;296;8829;289;2022-02-01
4674;202202;2413300,0;SERRA DE SÃO BENTO;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;3539464,69;17378;737009,04;860;3657640,29;16839;1171840,12;2192;1522;59;1669;54;2022-02-01
4675;202202;4320859,0;TABAÍ;43,0;RIO GRANDE DO SUL;SU;SUL;2807933,03;10435;1836258,77;1656;2888229,49;8018;1797816,76;1858;1137;127;1081;116;2022-02-01
4676;202202;4305850,0;COQUEIROS DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;1059668,91;3021;419017,65;383;896112,1;2062;187605,73;544;528;47;465;47;2022-02-01
4677;202202;3170305,0;UMBURATIBA;31,0;MINAS GERAIS;SE;SUDESTE;1811557,46;8304;708495,93;377;1959821,76;6738;570101,61;558;769;26;808;26;2022-02-01
4678;202202;3305208,0;SÃO PEDRO DA ALDEIA;33,0;RIO DE JANEIRO;SE;SUDESTE;148978497,56;590077;54168645,02;42210;158704940,0;543061;54677434,47;80516;45460;2736;46073;2605;2022-02-01
4679;202202;2807105,0;SIMÃO DIAS;28,0;SERGIPE;NE;NORDESTE;44359704,32;134499;14108373,73;6410;43616047,97;117678;12462221,72;13839;9764;406;11052;386;2022-02-01
4680;202202;3540101,0;PONGAÍ;35,0;SÃO PAULO;SE;SUDESTE;3614681,18;9734;7493307,36;678;5381639,38;10463;612895,62;1073;1089;68;1035;68;2022-02-01
4681;202202;2102150,0;BREJO DE AREIA;21,0;MARANHÃO;NE;NORDESTE;5753503,72;19421;269687,59;251;5184178,85;14915;229089,76;797;1720;18;1639;20;2022-02-01
4682;202202;2106755,0;MIRANDA DO NORTE;21,0;MARANHÃO;NE;NORDESTE;13749066,46;71318;2605515,22;2481;13546045,56;65958;12859612,3;5941;4865;133;5041;147;2022-02-01
4683;202202;3128600,0;GUARDA-MOR;31,0;MINAS GERAIS;SE;SUDESTE;6332765,1;19711;2657500,98;1419;12459646,53;14554;5604630,41;2885;1961;146;1963;137;2022-02-01
4684;202202;3118700,0;COQUEIRAL;31,0;MINAS GERAIS;SE;SUDESTE;6240966,63;23569;3155203,36;1572;6630917,68;19246;3613882,69;3396;2394;160;2504;178;2022-02-01
4685;202202;2304251,0;CRUZ;23,0;CEARÁ;NE;NORDESTE;25409051,53;107466;12751701,0;10340;26496064,72;101026;10731561,11;29082;7576;590;7768;549;2022-02-01
4686;202202;2503753,0;CAJAZEIRINHAS;25,0;PARAÍBA;NE;NORDESTE;1608623,21;6512;101626,1;133;1573538,46;5968;129975,26;87;583;11;657;11;2022-02-01
4687;202202;2410207,0;PORTALEGRE;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;4351300,24;19328;505345,01;753;4160308,19;17021;504832,67;1333;1745;56;1956;52;2022-02-01
4688;202202;1300144,0;APUÍ;13,0;AMAZONAS;NO;NORTE;13569092,24;35371;5303782,71;2704;13103690,61;26657;3758910,66;3905;3201;221;3152;225;2022-02-01
4689;202202;3534203,0;ORINDIÚVA;35,0;SÃO PAULO;SE;SUDESTE;8172162,06;23318;65931211,93;2765;9696710,92;17530;16038715,72;3469;2366;146;2238;132;2022-02-01
4690;202202;2108009,0;PASTOS BONS;21,0;MARANHÃO;NE;NORDESTE;11680438,19;59878;4620379,8;2403;11784008,24;51248;3580631,31;6283;4278;136;4603;137;2022-02-01
4691;202202;4127601,0;TIJUCAS DO SUL;41,0;PARANÁ;SU;SUL;12170138,4;45877;12957122,78;6544;15018298,46;37544;10281071,23;10522;4678;421;4827;409;2022-02-01
4692;202202;4212601,0;PERITIBA;42,0;SANTA CATARINA;SU;SUL;2046854,08;5345;1846186,45;1104;1712612,8;3459;1595012,07;2065;806;143;693;147;2022-02-01
4693;202202;5002605,0;CAMAPUÃ;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;21866972,73;59569;3816894,59;4183;20697161,89;45440;6888222,64;10077;5622;367;5352;359;2022-02-01
4694;202202;2607604,0;ILHA DE ITAMARACÁ;26,0;PERNAMBUCO;NE;NORDESTE;17937504,38;91580;2859648,07;3708;18910591,08;95278;2687918,13;7781;6440;267;7316;249;2022-02-01
4695;202202;2401701,0;BOM JESUS;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;6461592,35;37101;2017787,49;1296;6901787,58;35909;1034096,96;3079;2922;93;3172;95;2022-02-01
4696;202202;4209177,0;JUPIÁ;42,0;SANTA CATARINA;SU;SUL;964349,27;2855;1179834,72;643;1135589,12;1935;1065569,8;707;450;73;419;74;2022-02-01
4697;202202;2306009,0;IRACEMA;23,0;CEARÁ;NE;NORDESTE;12243203,53;53699;1676677,14;1664;11970342,99;51120;1247678,29;3922;4201;165;4281;145;2022-02-01
4698;202202;3169406,0;TRÊS PONTAS;31,0;MINAS GERAIS;SE;SUDESTE;68150187,03;176484;69300379,12;16329;67249758,87;152907;57447466,92;27266;17077;1381;17776;1314;2022-02-01
4699;202202;3159209,0;SANTA RITA DE CALDAS;31,0;MINAS GERAIS;SE;SUDESTE;6857457,06;18602;1607764,11;1288;6269889,51;14409;1930890,61;2374;2332;186;2131;184;2022-02-01
4700;202202;3114808,0;CARVALHOS;31,0;MINAS GERAIS;SE;SUDESTE;2521977,91;7839;803600,21;686;2805356,31;7319;929728,65;1123;935;66;941;66;2022-02-01
4701;202202;1501204,0;BAIÃO;15,0;PARÁ;NO;NORTE;15362067,73;81210;2140895,16;1753;13741149,05;72140;1823829,97;3834;6410;122;6527;141;2022-02-01
4702;202202;5204003,0;CABECEIRAS;52,0;GOIÁS;CO;CENTRO-OESTE;10013315,15;33533;1804638,34;1753;9376410,68;28880;2045438,65;4243;2659;111;2727;111;2022-02-01
4703;202202;1505700,0;PONTA DE PEDRAS;15,0;PARÁ;NO;NORTE;11803913,49;67347;3102832,9;2189;11979767,94;69046;1698720,5;2390;4997;80;5227;75;2022-02-01
4704;202202;5201454,0;APARECIDA DO RIO DOCE;52,0;GOIÁS;CO;CENTRO-OESTE;3279969,03;11514;611858,9;808;3408379,34;9535;821529,89;1570;1075;77;1073;79;2022-02-01
4705;202202;3158003,0;SANTA MARIA DE ITABIRA;31,0;MINAS GERAIS;SE;SUDESTE;7171365,26;28945;26567200,2;1894;7153798,08;23246;7307392,49;4165;3181;201;3161;192;2022-02-01
4706;202202;4214300,0;RANCHO QUEIMADO;42,0;SANTA CATARINA;SU;SUL;2995695,86;7170;1381752,22;1122;4227338,87;5981;2132339,4;2092;932;126;905;133;2022-02-01
4707;202202;2602308,0;BONITO;26,0;PERNAMBUCO;NE;NORDESTE;20662600,89;82680;12047202,16;4228;21453600,11;76132;7746291,75;7300;7423;289;8281;262;2022-02-01
