;Indicador;Data;Reuniao;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
8959;Selic;2023-10-02;R7/2023;12,2464;12,25;0,0297;12,0;12,25;140;0
8960;Selic;2023-09-29;R6/2025;8,5417;8,5;0,7219;6,5;10,0;30;1
8961;Selic;2023-09-29;R6/2025;8,5885;8,5;0,7404;6,5;10,5;48;0
8962;Selic;2023-09-29;R5/2025;8,6771;8,5;0,6514;6,5;10,0;48;1
8963;Selic;2023-09-29;R5/2025;8,6397;8,75;0,6993;6,5;10,5;104;0
8964;Selic;2023-09-29;R4/2025;8,6837;8,75;0,6035;7,0;10,0;49;1
8965;Selic;2023-09-29;R4/2025;8,667;8,75;0,6536;6,5;10,5;111;0
8966;Selic;2023-09-29;R3/2025;8,72;8,75;0,5737;7,0;10,0;50;1
8967;Selic;2023-09-29;R3/2025;8,7372;8,75;0,6159;6,5;10,5;113;0
8968;Selic;2023-09-29;R2/2025;8,775;8,75;0,5414;7,5;10,0;50;1
8969;Selic;2023-09-29;R2/2025;8,8124;9,0;0,557;7,0;10,0;113;0
8970;Selic;2023-09-29;R1/2025;8,8873;9,0;0,5716;8,0;10,5;51;1
8971;Selic;2023-09-29;R1/2025;8,9038;9,0;0,537;7,5;10,5;116;0
8972;Selic;2023-09-29;R8/2024;9,0781;9,125;0,5588;8,0;10,5;64;1
8973;Selic;2023-09-29;R8/2024;9,0484;9,0;0,5322;8,0;10,5;141;0
8974;Selic;2023-09-29;R7/2024;9,1008;9,125;0,5723;8,0;10,5;62;1
8975;Selic;2023-09-29;R7/2024;9,0855;9,0;0,5369;8,0;10,5;136;0
8976;Selic;2023-09-29;R6/2024;9,1613;9,25;0,5752;8,0;10,5;62;1
8977;Selic;2023-09-29;R6/2024;9,1539;9,0;0,5262;8,0;10,5;136;0
8978;Selic;2023-09-29;R5/2024;9,2984;9,25;0,5366;8,25;10,75;62;1
8979;Selic;2023-09-29;R5/2024;9,2844;9,25;0,4959;8,0;10,75;136;0
8980;Selic;2023-09-29;R4/2024;9,6008;9,75;0,4969;8,5;11,0;62;1
8981;Selic;2023-09-29;R4/2024;9,576;9,75;0,4725;8,5;11,0;136;0
8982;Selic;2023-09-29;R3/2024;10,0444;10,25;0,4434;9,0;11,25;62;1
8983;Selic;2023-09-29;R3/2024;10,0249;10,25;0,4381;9,0;11,25;136;0
8984;Selic;2023-09-29;R2/2024;10,5444;10,75;0,3797;9,5;11,5;62;1
8985;Selic;2023-09-29;R2/2024;10,5434;10,75;0,3767;9,5;11,75;136;0
8986;Selic;2023-09-29;R1/2024;11,121;11,25;0,2407;10,5;11,75;62;1
8987;Selic;2023-09-29;R1/2024;11,1109;11,25;0,2649;10,5;12,25;136;0
8988;Selic;2023-09-29;R8/2023;11,6992;11,75;0,1099;11,5;12,0;64;1
8989;Selic;2023-09-29;R8/2023;11,6919;11,75;0,1282;11,25;12,25;142;0
8990;Selic;2023-09-29;R7/2023;12,25;12,25;0,0;12,25;12,25;64;1
8991;Selic;2023-09-29;R7/2023;12,2464;12,25;0,0297;12,0;12,25;140;0
8992;Selic;2023-09-28;R6/2025;8,5357;8,5;0,7225;6,5;10,0;35;1
8993;Selic;2023-09-28;R6/2025;8,6184;8,5;0,7838;6,5;10,5;38;0
8994;Selic;2023-09-28;R5/2025;8,6548;8,75;0,6628;6,5;10,0;63;1
8995;Selic;2023-09-28;R5/2025;8,6217;8,5;0,7002;6,5;10,5;103;0
8996;Selic;2023-09-28;R4/2025;8,6885;8,75;0,6108;7,0;10,0;65;1
8997;Selic;2023-09-28;R4/2025;8,6549;8,75;0,6598;6,5;10,5;110;0
8998;Selic;2023-09-28;R3/2025;8,7425;9,0;0,5581;7,0;10,0;67;1
8999;Selic;2023-09-28;R3/2025;8,7195;8,75;0,617;6,5;10,5;113;0
9000;Selic;2023-09-28;R2/2025;8,8134;9,0;0,5225;7,5;10,0;67;1
9001;Selic;2023-09-28;R2/2025;8,7903;9,0;0,5601;7,0;10,0;113;0
9002;Selic;2023-09-28;R1/2025;8,925;9,0;0,5284;8,0;10,5;70;1
9003;Selic;2023-09-28;R1/2025;8,8822;9,0;0,5407;7,5;10,5;116;0
9004;Selic;2023-09-28;R8/2024;9,0904;9,0;0,5357;8,0;10,5;83;1
9005;Selic;2023-09-28;R8/2024;9,0291;9,0;0,5434;8,0;10,5;140;0
9006;Selic;2023-09-28;R7/2024;9,1156;9,0;0,5491;8,0;10,5;80;1
9007;Selic;2023-09-28;R7/2024;9,0658;9,0;0,5489;8,0;10,5;135;0
9008;Selic;2023-09-28;R6/2024;9,175;9,125;0,5483;8,0;10,5;80;1
9009;Selic;2023-09-28;R6/2024;9,1328;9,0;0,5418;8,0;10,5;135;0
9010;Selic;2023-09-28;R5/2024;9,3;9,25;0,5175;8,25;10,75;80;1
9011;Selic;2023-09-28;R5/2024;9,2699;9,25;0,5132;8,0;10,75;135;0
9012;Selic;2023-09-28;R4/2024;9,5781;9,75;0,4915;8,5;11,0;80;1
9013;Selic;2023-09-28;R4/2024;9,5636;9,75;0,4843;8,5;11,0;135;0
9014;Selic;2023-09-28;R3/2024;10,0188;10,25;0,4468;9,0;11,25;80;1
9015;Selic;2023-09-28;R3/2024;10,0085;10,25;0,4492;9,0;11,25;135;0
9016;Selic;2023-09-28;R2/2024;10,5344;10,75;0,3574;9,75;11,5;80;1
9017;Selic;2023-09-28;R2/2024;10,5308;10,75;0,3788;9,5;11,75;135;0
9018;Selic;2023-09-28;R1/2024;11,0938;11,25;0,2543;10,5;11,75;80;1
9019;Selic;2023-09-28;R1/2024;11,1006;11,25;0,2701;10,5;12,25;135;0
9020;Selic;2023-09-28;R8/2023;11,6777;11,75;0,1318;11,25;12,0;83;1
9021;Selic;2023-09-28;R8/2023;11,6844;11,75;0,1353;11,25;12,25;141;0
9022;Selic;2023-09-28;R7/2023;12,244;12,25;0,0383;12,0;12,25;83;1
9023;Selic;2023-09-28;R7/2023;12,2446;12,25;0,0363;12,0;12,25;139;0
9024;Selic;2023-09-27;R6/2025;8,6184;8,5;0,7838;6,5;10,5;38;1
9025;Selic;2023-09-27;R6/2025;8,6184;8,5;0,7838;6,5;10,5;38;0
9026;Selic;2023-09-27;R5/2025;8,697;8,75;0,6984;6,5;10,5;66;1
9027;Selic;2023-09-27;R5/2025;8,6217;8,5;0,7002;6,5;10,5;103;0
9028;Selic;2023-09-27;R4/2025;8,7279;8,75;0,6484;7,0;10,5;68;1
9029;Selic;2023-09-27;R4/2025;8,6549;8,75;0,6598;6,5;10,5;110;0
9030;Selic;2023-09-27;R3/2025;8,7821;9,0;0,596;7,0;10,5;70;1
9031;Selic;2023-09-27;R3/2025;8,7195;8,75;0,617;6,5;10,5;113;0
9032;Selic;2023-09-27;R2/2025;8,8464;9,0;0,5416;7,5;10,0;70;1
9033;Selic;2023-09-27;R2/2025;8,7903;9,0;0,5601;7,0;10,0;113;0
9034;Selic;2023-09-27;R1/2025;8,9486;9,0;0,5315;8,0;10,5;73;1
9035;Selic;2023-09-27;R1/2025;8,8822;9,0;0,5407;7,5;10,5;116;0
9036;Selic;2023-09-27;R8/2024;9,1051;9,0;0,5273;8,0;10,5;88;1
9037;Selic;2023-09-27;R8/2024;9,0324;9,0;0,5429;8,0;10,5;141;0
9038;Selic;2023-09-27;R7/2024;9,1294;9,0;0,5391;8,0;10,5;85;1
9039;Selic;2023-09-27;R7/2024;9,069;9,0;0,5482;8,0;10,5;136;0
9040;Selic;2023-09-27;R6/2024;9,1853;9,25;0,5371;8,0;10,5;85;1
9041;Selic;2023-09-27;R6/2024;9,1355;9,0;0,5407;8,0;10,5;136;0
9042;Selic;2023-09-27;R5/2024;9,3059;9,25;0,5064;8,25;10,75;85;1
9043;Selic;2023-09-27;R5/2024;9,2715;9,25;0,5116;8,0;10,75;136;0
9044;Selic;2023-09-27;R4/2024;9,5794;9,75;0,4824;8,5;11,0;85;1
9045;Selic;2023-09-27;R4/2024;9,565;9,75;0,4828;8,5;11,0;136;0
9046;Selic;2023-09-27;R3/2024;10,0235;10,25;0,44;9,0;11,25;85;1
9047;Selic;2023-09-27;R3/2024;10,0102;10,25;0,448;9,0;11,25;136;0
9048;Selic;2023-09-27;R2/2024;10,5382;10,75;0,3546;9,75;11,5;85;1
9049;Selic;2023-09-27;R2/2024;10,5324;10,75;0,3778;9,5;11,75;136;0
9050;Selic;2023-09-27;R1/2024;11,0971;11,25;0,2517;10,5;11,75;85;1
9051;Selic;2023-09-27;R1/2024;11,1017;11,25;0,2694;10,5;12,25;136;0
9052;Selic;2023-09-27;R8/2023;11,679;11,75;0,1303;11,25;12,0;88;1
9053;Selic;2023-09-27;R8/2023;11,6849;11,75;0,1349;11,25;12,25;142;0
9054;Selic;2023-09-27;R7/2023;12,2443;12,25;0,0373;12,0;12,25;88;1
9055;Selic;2023-09-27;R7/2023;12,2446;12,25;0,0362;12,0;12,25;140;0
9056;Selic;2023-09-26;R6/2025;8,6184;8,5;0,7838;6,5;10,5;38;1
9057;Selic;2023-09-26;R6/2025;8,6184;8,5;0,7838;6,5;10,5;38;0
9058;Selic;2023-09-26;R5/2025;8,7078;8,75;0,6983;6,5;10,5;65;1
9059;Selic;2023-09-26;R5/2025;8,6217;8,5;0,7002;6,5;10,5;103;0
9060;Selic;2023-09-26;R4/2025;8,7388;8,75;0,6471;7,0;10,5;67;1
9061;Selic;2023-09-26;R4/2025;8,6549;8,75;0,6598;6,5;10,5;110;0
9062;Selic;2023-09-26;R3/2025;8,7935;9,0;0,5928;7,0;10,5;69;1
9063;Selic;2023-09-26;R3/2025;8,7195;8,75;0,617;6,5;10,5;113;0
9064;Selic;2023-09-26;R2/2025;8,8587;9,0;0,5358;7,5;10,0;69;1
9065;Selic;2023-09-26;R2/2025;8,7903;9,0;0,5601;7,0;10,0;113;0
9066;Selic;2023-09-26;R1/2025;8,9549;9,0;0,5325;8,0;10,5;72;1
9067;Selic;2023-09-26;R1/2025;8,8822;9,0;0,5407;7,5;10,5;116;0
9068;Selic;2023-09-26;R8/2024;9,0959;9,0;0,5244;8,0;10,5;86;1
9069;Selic;2023-09-26;R8/2024;9,0218;9,0;0,5385;8,0;10,5;141;0
9070;Selic;2023-09-26;R7/2024;9,1205;9,0;0,5368;8,0;10,5;83;1
9071;Selic;2023-09-26;R7/2024;9,0621;9,0;0,5443;8,0;10,5;135;0
9072;Selic;2023-09-26;R6/2024;9,1747;9,25;0,5303;8,0;10,5;83;1
9073;Selic;2023-09-26;R6/2024;9,1273;9,0;0,5341;8,0;10,5;135;0
9074;Selic;2023-09-26;R5/2024;9,2922;9,25;0,4952;8,25;10,75;83;1
9075;Selic;2023-09-26;R5/2024;9,2624;9,25;0,5024;8,0;10,75;135;0
9076;Selic;2023-09-26;R4/2024;9,5633;9,75;0,4703;8,5;11,0;83;1
9077;Selic;2023-09-26;R4/2024;9,5562;9,75;0,4737;8,5;11,0;135;0
9078;Selic;2023-09-26;R3/2024;10,009;10,25;0,4312;9,0;11,25;83;1
9079;Selic;2023-09-26;R3/2024;10,0029;10,25;0,4415;9,0;11,25;135;0
9080;Selic;2023-09-26;R2/2024;10,5271;10,75;0,3493;9,75;11,5;83;1
9081;Selic;2023-09-26;R2/2024;10,5271;10,75;0,3741;9,5;11,75;135;0
9082;Selic;2023-09-26;R1/2024;11,0904;11,25;0,2502;10,5;11,75;83;1
9083;Selic;2023-09-26;R1/2024;11,0988;11,25;0,2682;10,5;12,25;135;0
9084;Selic;2023-09-26;R8/2023;11,6773;11,75;0,1313;11,25;12,0;86;1
9085;Selic;2023-09-26;R8/2023;11,6849;11,75;0,1349;11,25;12,25;142;0
9086;Selic;2023-09-26;R7/2023;12,2442;12,25;0,0377;12,0;12,25;86;1
9087;Selic;2023-09-26;R7/2023;12,2446;12,25;0,0362;12,0;12,25;140;0
9088;Selic;2023-09-25;R6/2025;8,6458;8,5;0,7555;6,5;10,5;36;1
9089;Selic;2023-09-25;R6/2025;8,6458;8,5;0,7555;6,5;10,5;36;0
9090;Selic;2023-09-25;R5/2025;8,7084;8,625;0,6879;6,5;10,5;60;1
9091;Selic;2023-09-25;R5/2025;8,6327;8,5;0,684;6,5;10,5;102;0
9092;Selic;2023-09-25;R4/2025;8,7379;8,75;0,6325;7,0;10,5;62;1
9093;Selic;2023-09-25;R4/2025;8,6655;8,75;0,6428;6,5;10,5;109;0
9094;Selic;2023-09-25;R3/2025;8,7852;8,75;0,5927;7,0;10,5;64;1
9095;Selic;2023-09-25;R3/2025;8,7259;8,75;0,6087;6,5;10,5;112;0
9096;Selic;2023-09-25;R2/2025;8,8398;9,0;0,5473;7,5;10,0;64;1
9097;Selic;2023-09-25;R2/2025;8,7929;8,9025;0,5579;7,0;10,0;112;0
9098;Selic;2023-09-25;R1/2025;8,9291;9,0;0,5528;8,0;10,5;67;1
9099;Selic;2023-09-25;R1/2025;8,8812;9,0;0,543;7,5;10,5;115;0
9100;Selic;2023-09-25;R8/2024;9,0556;9,0;0,55;8,0;10,5;81;1
9101;Selic;2023-09-25;R8/2024;9,0167;9,0;0,5438;8,0;10,5;139;0
9102;Selic;2023-09-25;R7/2024;9,0801;9,0;0,564;8,0;10,5;78;1
9103;Selic;2023-09-25;R7/2024;9,0574;9,0;0,5502;8,0;10,5;133;0
9104;Selic;2023-09-25;R6/2024;9,1346;9,0;0,5528;8,0;10,5;78;1
9105;Selic;2023-09-25;R6/2024;9,1254;9,0;0,5387;8,0;10,5;133;0
9106;Selic;2023-09-25;R5/2024;9,2564;9,25;0,5157;8,25;10,75;78;1
9107;Selic;2023-09-25;R5/2024;9,2645;9,25;0,5057;8,0;10,75;133;0
9108;Selic;2023-09-25;R4/2024;9,5288;9,75;0,4853;8,5;11,0;78;1
9109;Selic;2023-09-25;R4/2024;9,5589;9,75;0,4745;8,5;11,0;133;0
9110;Selic;2023-09-25;R3/2024;9,984;10,25;0,441;9,0;11,25;78;1
9111;Selic;2023-09-25;R3/2024;10,0067;10,25;0,4394;9,0;11,25;133;0
9112;Selic;2023-09-25;R2/2024;10,5064;10,75;0,369;9,5;11,5;78;1
9113;Selic;2023-09-25;R2/2024;10,5294;10,75;0,3736;9,5;11,75;133;0
9114;Selic;2023-09-25;R1/2024;11,0769;11,25;0,2604;10,5;11,75;78;1
9115;Selic;2023-09-25;R1/2024;11,1003;11,25;0,2682;10,5;12,25;133;0
9116;Selic;2023-09-25;R8/2023;11,6759;11,75;0,1329;11,25;12,0;81;1
9117;Selic;2023-09-25;R8/2023;11,6857;11,75;0,1349;11,25;12,25;140;0
9118;Selic;2023-09-25;R7/2023;12,2438;12,25;0,039;12,0;12,25;80;1
9119;Selic;2023-09-25;R7/2023;12,2446;12,25;0,0365;12,0;12,25;138;0
9120;Selic;2023-09-22;R6/2025;8,6439;8,5;0,7858;6,5;10,5;33;1
9121;Selic;2023-09-22;R6/2025;8,6439;8,5;0,7858;6,5;10,5;33;0
9122;Selic;2023-09-22;R5/2025;8,7183;8,75;0,7088;6,5;10,5;55;1
9123;Selic;2023-09-22;R5/2025;8,6446;8,625;0,6836;6,5;10,5;104;0
9124;Selic;2023-09-22;R4/2025;8,7456;8,75;0,6497;7,0;10,5;57;1
9125;Selic;2023-09-22;R4/2025;8,676;8,75;0,6426;6,5;10,5;111;0
9126;Selic;2023-09-22;R3/2025;8,7924;8,75;0,6057;7,0;10,5;59;1
9127;Selic;2023-09-22;R3/2025;8,7373;8,75;0,6096;6,5;10,5;114;0
9128;Selic;2023-09-22;R2/2025;8,8432;9,0;0,5521;7,5;10,0;59;1
9129;Selic;2023-09-22;R2/2025;8,8053;9,0;0,5607;7,0;10,0;114;0
9130;Selic;2023-09-22;R1/2025;8,9315;9,0;0,5502;8,0;10,5;62;1
9131;Selic;2023-09-22;R1/2025;8,8918;9,0;0,5442;7,5;10,5;117;0
9132;Selic;2023-09-22;R8/2024;9,0461;9,0;0,5283;8,0;10,5;76;1
9133;Selic;2023-09-22;R8/2024;9,0218;9,0;0,5402;8,0;10,5;141;0
9134;Selic;2023-09-22;R7/2024;9,0651;9,0;0,5364;8,0;10,5;73;1
9135;Selic;2023-09-22;R7/2024;9,0602;9,0;0,5424;8,0;10,5;135;0
9136;Selic;2023-09-22;R6/2024;9,113;9,0;0,5186;8,0;10,5;73;1
9137;Selic;2023-09-22;R6/2024;9,1273;9,0;0,5288;8,0;10,5;135;0
9138;Selic;2023-09-22;R5/2024;9,2295;9,25;0,4786;8,25;10,5;73;1
9139;Selic;2023-09-22;R5/2024;9,2699;9,25;0,5041;8,0;10,75;135;0
9140;Selic;2023-09-22;R4/2024;9,5068;9,75;0,457;8,5;10,5;73;1
9141;Selic;2023-09-22;R4/2024;9,5655;9,75;0,4739;8,5;11,0;135;0
9142;Selic;2023-09-22;R3/2024;9,9658;10,25;0,4186;9,0;10,75;73;1
9143;Selic;2023-09-22;R3/2024;10,014;10,25;0,4444;9,0;11,5;135;0
9144;Selic;2023-09-22;R2/2024;10,4897;10,75;0,3546;9,5;11,0;73;1
9145;Selic;2023-09-22;R2/2024;10,5363;10,75;0,3789;9,5;11,75;135;0
9146;Selic;2023-09-22;R1/2024;11,0651;11,25;0,2518;10,5;11,25;73;1
9147;Selic;2023-09-22;R1/2024;11,1062;11,25;0,2739;10,5;12,25;135;0
9148;Selic;2023-09-22;R8/2023;11,6711;11,75;0,1296;11,25;11,75;76;1
9149;Selic;2023-09-22;R8/2023;11,6884;11,75;0,1398;11,25;12,25;142;0
9150;Selic;2023-09-22;R7/2023;12,2433;12,25;0,0403;12,0;12,25;75;1
9151;Selic;2023-09-22;R7/2023;12,2464;12,25;0,0421;12,0;12,5;140;0
9152;Selic;2023-09-21;R6/2025;9,4375;9,375;0,7578;8,5;10,5;4;1
9153;Selic;2023-09-21;R6/2025;9,4375;9,375;0,7578;8,5;10,5;4;0
9154;Selic;2023-09-21;R5/2025;8,7005;8,5;0,6552;7,0;10,5;65;1
9155;Selic;2023-09-21;R5/2025;8,6587;8,75;0,6838;6,5;10,5;101;0
9156;Selic;2023-09-21;R4/2025;8,7361;8,75;0,6196;7,0;10,5;69;1
9157;Selic;2023-09-21;R4/2025;8,6786;8,75;0,6518;6,5;10,5;108;0
9158;Selic;2023-09-21;R3/2025;8,765;8,75;0,5746;7,0;10,5;70;1
9159;Selic;2023-09-21;R3/2025;8,7347;8,75;0,6117;6,5;10,5;111;0
9160;Selic;2023-09-21;R2/2025;8,8151;9,0;0,5221;7,5;10,0;70;1
9161;Selic;2023-09-21;R2/2025;8,8;9,0;0,5543;7,0;10,0;111;0
9162;Selic;2023-09-21;R1/2025;8,8866;9,0;0,5284;8,0;10,5;72;1
9163;Selic;2023-09-21;R1/2025;8,8835;9,0;0,5383;7,5;10,5;113;0
9164;Selic;2023-09-21;R8/2024;9,0008;9,0;0,5281;8,0;10,5;85;1
9165;Selic;2023-09-21;R8/2024;9,0151;9,0;0,5287;8,0;10,5;137;0
9166;Selic;2023-09-21;R7/2024;9,0166;9,0;0,5362;8,0;10,5;83;1
9167;Selic;2023-09-21;R7/2024;9,0563;9,0;0,5375;8,0;10,5;131;0
9168;Selic;2023-09-21;R6/2024;9,0504;9,0;0,5375;8,0;10,5;83;1
9169;Selic;2023-09-21;R6/2024;9,1216;9,0;0,5391;8,0;10,5;131;0
9170;Selic;2023-09-21;R5/2024;9,1588;9,25;0,4936;8,25;10,5;83;1
9171;Selic;2023-09-21;R5/2024;9,2724;9,25;0,5213;8,0;10,75;131;0
9172;Selic;2023-09-21;R4/2024;9,4619;9,75;0,4596;8,5;10,5;83;1
9173;Selic;2023-09-21;R4/2024;9,5751;9,75;0,4848;8,5;11,0;131;0
9174;Selic;2023-09-21;R3/2024;9,9174;10,25;0,4206;9,0;10,5;83;1
9175;Selic;2023-09-21;R3/2024;10,0202;10,25;0,4483;9,0;11,5;131;0
9176;Selic;2023-09-21;R2/2024;10,4507;10,75;0,3637;9,5;10,75;83;1
9177;Selic;2023-09-21;R2/2024;10,5394;10,75;0,385;9,5;11,75;131;0
9178;Selic;2023-09-21;R1/2024;11,0342;11,25;0,2701;10,25;11,25;83;1
9179;Selic;2023-09-21;R1/2024;11,1018;11,25;0,2854;10,25;12,25;131;0
9180;Selic;2023-09-21;R8/2023;11,6559;11,75;0,1381;11,25;11,75;85;1
9181;Selic;2023-09-21;R8/2023;11,6848;11,75;0,1453;11,25;12,25;138;0
9182;Selic;2023-09-21;R7/2023;12,2381;12,25;0,0532;12,0;12,25;84;1
9183;Selic;2023-09-21;R7/2023;12,2426;12,25;0,052;12,0;12,5;136;0
9184;Selic;2023-09-20;R5/2025;8,6727;8,5;0,6741;7,0;10,5;74;1
9185;Selic;2023-09-20;R5/2025;8,6572;8,625;0,6806;6,5;10,5;102;0
9186;Selic;2023-09-20;R4/2025;8,7088;8,75;0,6436;7,0;10,5;78;1
9187;Selic;2023-09-20;R4/2025;8,677;8,75;0,6491;6,5;10,5;109;0
9188;Selic;2023-09-20;R3/2025;8,7474;8,75;0,5987;7,0;10,5;79;1
9189;Selic;2023-09-20;R3/2025;8,7326;8,75;0,6094;6,5;10,5;112;0
9190;Selic;2023-09-20;R2/2025;8,7982;9,0;0,5469;7,5;10,0;79;1
9191;Selic;2023-09-20;R2/2025;8,7974;9,0;0,5525;7,0;10,0;112;0
9192;Selic;2023-09-20;R1/2025;8,8745;9,0;0,5401;7,75;10,5;81;1
9193;Selic;2023-09-20;R1/2025;8,8845;9,0;0,536;7,5;10,5;114;0
9194;Selic;2023-09-20;R8/2024;8,9928;9,0;0,5394;8,0;10,5;95;1
9195;Selic;2023-09-20;R8/2024;9,0186;9,0;0,5284;8,0;10,5;138;0
9196;Selic;2023-09-20;R7/2024;9,0204;9,0;0,5452;8,0;10,5;92;1
9197;Selic;2023-09-20;R7/2024;9,0597;9,0;0,5369;8,0;10,5;132;0
9198;Selic;2023-09-20;R6/2024;9,0645;9,0;0,543;8,0;10,5;92;1
9199;Selic;2023-09-20;R6/2024;9,1245;9,0;0,538;8,0;10,5;132;0
9200;Selic;2023-09-20;R5/2024;9,1895;9,25;0,4968;8,25;10,5;92;1
9201;Selic;2023-09-20;R5/2024;9,2741;9,25;0,5197;8,0;10,75;132;0
9202;Selic;2023-09-20;R4/2024;9,4982;9,75;0,4592;8,5;10,5;92;1
9203;Selic;2023-09-20;R4/2024;9,5764;9,75;0,4832;8,5;11,0;132;0
9204;Selic;2023-09-20;R3/2024;9,9472;10,25;0,4202;9,0;10,5;92;1
9205;Selic;2023-09-20;R3/2024;10,02;10,25;0,4508;9,0;11,5;132;0
9206;Selic;2023-09-20;R2/2024;10,4745;10,75;0,3564;9,5;10,75;92;1
9207;Selic;2023-09-20;R2/2024;10,5391;10,75;0,3872;9,5;11,75;132;0
9208;Selic;2023-09-20;R1/2024;11,0526;11,25;0,2637;10,25;11,25;92;1
9209;Selic;2023-09-20;R1/2024;11,101;11,25;0,2878;10,25;12,25;132;0
9210;Selic;2023-09-20;R8/2023;11,6658;11,75;0,1338;11,25;11,75;95;1
9211;Selic;2023-09-20;R8/2023;11,6835;11,75;0,1487;11,25;12,25;139;0
9212;Selic;2023-09-20;R7/2023;12,2394;12,25;0,0505;12,0;12,25;94;1
9213;Selic;2023-09-20;R7/2023;12,2409;12,25;0,0558;12,0;12,5;137;0
9214;Selic;2023-09-20;R6/2023;12,75;12,75;0,0;12,75;12,75;94;1
9215;Selic;2023-09-20;R6/2023;12,75;12,75;0,0;12,75;12,75;137;0
9216;Selic;2023-09-19;R5/2025;8,6479;8,5;0,6669;7,0;10,5;78;1
9217;Selic;2023-09-19;R5/2025;8,6572;8,625;0,6806;6,5;10,5;102;0
9218;Selic;2023-09-19;R4/2025;8,6865;8,75;0,6342;7,0;10,5;82;1
9219;Selic;2023-09-19;R4/2025;8,677;8,75;0,6491;6,5;10,5;109;0
9220;Selic;2023-09-19;R3/2025;8,7416;8,75;0,5882;7,0;10,5;84;1
9221;Selic;2023-09-19;R3/2025;8,7326;8,75;0,6094;6,5;10,5;112;0
9222;Selic;2023-09-19;R2/2025;8,7983;8,9025;0,5379;7,5;10,0;84;1
9223;Selic;2023-09-19;R2/2025;8,7974;9,0;0,5525;7,0;10,0;112;0
9224;Selic;2023-09-19;R1/2025;8,8789;9,0;0,536;7,75;10,5;86;1
9225;Selic;2023-09-19;R1/2025;8,8845;9,0;0,536;7,5;10,5;114;0
9226;Selic;2023-09-19;R8/2024;8,9957;9,0;0,5366;8,0;10,5;101;1
9227;Selic;2023-09-19;R8/2024;9,0186;9,0;0,5284;8,0;10,5;138;0
9228;Selic;2023-09-19;R7/2024;9,0243;9,0;0,5412;8,0;10,5;98;1
9229;Selic;2023-09-19;R7/2024;9,0597;9,0;0,5369;8,0;10,5;132;0
9230;Selic;2023-09-19;R6/2024;9,0707;9,0;0,537;8,0;10,5;98;1
9231;Selic;2023-09-19;R6/2024;9,1245;9,0;0,538;8,0;10,5;132;0
9232;Selic;2023-09-19;R5/2024;9,2008;9,25;0,4896;8,25;10,5;98;1
9233;Selic;2023-09-19;R5/2024;9,2741;9,25;0,5197;8,0;10,75;132;0
9234;Selic;2023-09-19;R4/2024;9,5086;9,75;0,4548;8,5;10,5;98;1
9235;Selic;2023-09-19;R4/2024;9,5764;9,75;0,4832;8,5;11,0;132;0
9236;Selic;2023-09-19;R3/2024;9,9581;10,25;0,4152;9,0;10,5;98;1
9237;Selic;2023-09-19;R3/2024;10,02;10,25;0,4508;9,0;11,5;132;0
9238;Selic;2023-09-19;R2/2024;10,4837;10,75;0,354;9,5;10,75;98;1
9239;Selic;2023-09-19;R2/2024;10,5391;10,75;0,3872;9,5;11,75;132;0
9240;Selic;2023-09-19;R1/2024;11,0595;11,25;0,2611;10,25;11,25;98;1
9241;Selic;2023-09-19;R1/2024;11,101;11,25;0,2878;10,25;12,25;132;0
9242;Selic;2023-09-19;R8/2023;11,6683;11,75;0,1321;11,25;11,75;101;1
9243;Selic;2023-09-19;R8/2023;11,6835;11,75;0,1487;11,25;12,25;139;0
9244;Selic;2023-09-19;R7/2023;12,24;12,25;0,049;12,0;12,25;100;1
9245;Selic;2023-09-19;R7/2023;12,2409;12,25;0,0558;12,0;12,5;137;0
9246;Selic;2023-09-19;R6/2023;12,75;12,75;0,0;12,75;12,75;100;1
9247;Selic;2023-09-19;R6/2023;12,75;12,75;0,0;12,75;12,75;137;0
9248;Selic;2023-09-18;R5/2025;8,6713;8,5;0,6734;7,0;10,5;79;1
9249;Selic;2023-09-18;R5/2025;8,6612;8,75;0,6827;6,5;10,5;101;0
9250;Selic;2023-09-18;R4/2025;8,7058;8,75;0,6364;7,0;10,5;84;1
9251;Selic;2023-09-18;R4/2025;8,6809;8,75;0,6508;6,5;10,5;108;0
9252;Selic;2023-09-18;R3/2025;8,762;8,75;0,5871;7,0;10,5;87;1
9253;Selic;2023-09-18;R3/2025;8,7369;8,75;0,6104;6,5;10,5;111;0
9254;Selic;2023-09-18;R2/2025;8,8167;9,0;0,5366;7,5;10,0;87;1
9255;Selic;2023-09-18;R2/2025;8,8023;9,0;0,5525;7,0;10,0;111;0
9256;Selic;2023-09-18;R1/2025;8,8971;9,0;0,5309;7,75;10,5;89;1
9257;Selic;2023-09-18;R1/2025;8,8902;9,0;0,5351;7,5;10,5;113;0
9258;Selic;2023-09-18;R8/2024;9,0225;9,0;0,5337;8,0;10,5;103;1
9259;Selic;2023-09-18;R8/2024;9,0315;9,0;0,5327;8,0;10,5;137;0
9260;Selic;2023-09-18;R7/2024;9,0557;9,0;0,536;8,0;10,5;101;1
9261;Selic;2023-09-18;R7/2024;9,0659;9,0;0,5342;8,0;10,5;131;0
9262;Selic;2023-09-18;R6/2024;9,1033;9,0;0,5305;8,0;10,5;101;1
