;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
2779;20211;VISA;Débito;Premium;557093;287233;7112044;797685485,12;124;48506,6;2021-01-01
2780;20164;VISA;Crédito;Empresarial;1174110;792908;13597638;3336507952,42;362482;172998299,05;2016-10-01
2781;20144;Elo;Débito;Básico Internacional;17987348;3563300;69374294;3776303855,0;0;0,0;2014-10-01
2782;20153;Cheque Eletrônico;Débito;Outros;486887;292322;1442;712984,8;0;0,0;2015-07-01
2783;20211;VISA;Débito;Outros;434;388;5445;319205,07;0;0,0;2021-01-01
2784;20152;Elo;Débito;Básico Nacional;5096017;1481998;13289616;740250698,81;0;0,0;2015-04-01
2785;20192;VISA;Pré-Pago;Outros;4180750;3029736;2103689;248892947,97;80030;24166888,53;2019-04-01
2786;20162;Hipercard;Crédito;Básico Nacional;7113397;4274456;54250505;6689473321,02;0;0,0;2016-04-01
2787;20141;Elo;Crédito;Corporativo;111;56;12;273861,33;0;0,0;2014-01-01
2788;20183;Elo;Crédito;Básico Nacional;4628804;2286456;43418491;3482256400,46;46481;11585359,56;2018-07-01
2789;20194;Elo;Débito;Outros;66293130;34164285;503376517;28310131928,19;0;0,0;2019-10-01
2790;20144;VISA;Crédito;Platinum;5341591;3640964;132998962;17981065472,71;5291928;1225503601,24;2014-10-01
2791;20114;VISA;Débito;Empresarial;1137395;388333;5977525;666773162,5;1;29,49;2011-10-01
2792;20232;VISA;Pré-Pago;Corporativo;809572;105933;4049559;453078997,74;398557;117486777,07;2023-04-01
2793;20233;Bandeira própria;Débito;Outros;19146;12556;89406;6434857,25;0;0,0;2023-07-01
2794;20222;VISA;Pré-Pago;Outros;22183203;6835667;118502759;5751389953,09;190752;30952018,77;2022-04-01
2795;20171;MasterCard;Débito;Corporativo;18;18;21;1923,32;0;0,0;2017-01-01
2796;20123;MasterCard;Crédito;Premium;301525;200937;8623112;1595326260,6;666293;290015200,48;2012-07-01
2797;20193;Elo;Crédito;Básico Internacional;4700057;2065358;33360063;3668912471,1;89359;28625333,27;2019-07-01
2798;20234;Elo;Débito;Empresarial;979821;417472;9631656;1296645105,55;0;0,0;2023-10-01
2799;20213;VISA;Pré-Pago;Básico Internacional;15497035;5996427;61947658;3052113667,16;271476;51486708,17;2021-07-01
2800;20181;MasterCard;Pré-Pago;Platinum;140243;4013;0;0,0;174217;33498580,9;2018-01-01
2801;20202;MasterCard;Crédito;Intermediário;48623843;38739845;594762352;59133578421,44;2240478;241274360,19;2020-04-01
2802;20182;Elo;Crédito;Corporativo;23123;14109;19276;115741735,52;369;142468,94;2018-04-01
2803;20212;Hipercard;Crédito;Empresarial;1722;1098;8087;3830757,18;4;379,2;2021-04-01
2804;20134;VISA;Débito;Básico Nacional;8556032;3687692;59604207;3729215260,31;1;41,63;2013-10-01
2805;20113;MasterCard;Débito;Intermediário;892498;408111;6266528;398087088,04;4023;882427,4;2011-07-01
2806;20132;VISA;Débito;Empresarial;1298906;548042;8375990;928469905,09;0;0,0;2013-04-01
2807;20222;MasterCard;Pré-Pago;Outros;12463410;1526982;28262871;1669744844,89;180556;32389612,08;2022-04-01
2808;20224;VISA;Débito;Empresarial;1312146;534592;19714741;2618721120,64;2561;656622,51;2022-10-01
2809;20181;Outras;Crédito;Outros;1204079;316145;2342077;301814735,21;18;1686,45;2018-01-01
2810;20233;Elo;Crédito;Corporativo;22346;9267;96921;109810778,15;515;572583,86;2023-07-01
2811;20182;MasterCard;Pré-Pago;Básico Internacional;50181;47936;60673;13336784,45;62009;28601694,92;2018-04-01
2812;20111;MasterCard;Crédito;Outros;7795522;3470609;25219114;2035647296,25;5291;748033,49;2011-01-01
2813;20232;VISA;Pré-Pago;Outros;20036717;4427963;79117162;3862869107,55;67577;9743208,43;2023-04-01
2814;20161;MasterCard;Crédito;Corporativo;47969;24928;893854;351776436,76;55875;44181346,87;2016-01-01
2815;20194;Elo;Pré-Pago;Outros;4275153;2206113;18387707;733367406,32;101;6697,73;2019-10-01
2816;20112;American Express;Crédito;Intermediário;2209775;1311622;17937256;1603833019,08;787908;184304034,04;2011-04-01
2817;20154;MasterCard;Débito;Intermediário;731406;304513;7364101;573195523,6;1534;400288,52;2015-10-01
2818;20241;VISA;Pré-Pago;Outros;21008233;3943159;62625252;3024343212,84;80660;9357121,77;2024-01-01
2819;20184;VISA;Débito;Empresarial;1049638;515839;14157476;1810683177,6;1210;344508,72;2018-10-01
2820;20231;MasterCard;Crédito;Platinum;16855461;12549527;438873240;56455513691,92;3485008;937551655,84;2023-01-01
2821;20234;MasterCard;Pré-Pago;Outros;11171812;791760;8398382;408756499,32;62062;9320829,71;2023-10-01
2822;20213;MasterCard;Pré-Pago;Premium;8012;4315;48218;2878896,24;0;0,0;2021-07-01
2823;20163;American Express;Crédito;Intermediário;949517;586006;20667290;2079521723,29;505187;129158331,64;2016-07-01
2824;20234;MasterCard;Crédito;Básico Nacional;30274807;4915573;81814462;9051248390,13;70357;4857047,19;2023-10-01
2825;20213;American Express;Crédito;Premium;425658;327600;10401286;2921995387,49;191562;207424447,5;2021-07-01
2826;20163;Bandeira própria;Débito;Outros;1741475;433464;3169833;191802733,85;115555;3263103,31;2016-07-01
2827;20242;American Express;Crédito;Intermediário;315511;195772;7637368;1317372600,51;60512;31665624,31;2024-04-01
2828;20173;American Express;Crédito;Corporativo;148355;82595;2635771;1394600561,42;246651;187143924,92;2017-07-01
2829;20201;Bandeira própria;Crédito;Outros;7881264;5966435;12618441;1667456602,01;0;0,0;2020-01-01
2830;20134;MasterCard;Débito;Intermediário;835732;355797;7270029;536126228,27;4730;1277095,42;2013-10-01
2831;20133;MasterCard;Crédito;Básico Internacional;14680858;8438135;128664763;12746330949,06;3199308;293964499,6;2013-07-01
2832;20144;VISA;Débito;Intermediário;1441948;810701;20463365;1588383787,96;1;316,28;2014-10-01
2833;20113;MasterCard;Crédito;Corporativo;56585;24146;671034;243600742,71;28577;14312675,33;2011-07-01
2834;20214;MasterCard;Pré-Pago;Outros;17555188;3350196;28125516;1654027760,51;175645;30143935,06;2021-10-01
2835;20234;Elo;Crédito;Platinum;185787;120480;3470666;537781942,53;5369;1296761,01;2023-10-01
2836;20191;Bandeira própria;Pré-Pago;Outros;1;0;13654383;1544628269,71;0;0,0;2019-01-01
2837;20171;Outras;Crédito;Outros;1096496;334880;2573688;368303092,23;9;2971,55;2017-01-01
2838;20184;Elo;Crédito;Corporativo;24174;14530;22132;121894388,05;87;78495,64;2018-10-01
2839;20223;Elo;Crédito;Empresarial;511567;301681;6549615;1841700120,46;7906;4568700,56;2022-07-01
2840;20174;MasterCard;Débito;Básico Nacional;1136790;568999;13133572;869981135,44;37;13962,61;2017-10-01
2841;20193;VISA;Pré-Pago;Corporativo;535864;161482;2145148;154859212,27;1613764;233080867,8;2019-07-01
2842;20213;VISA;Crédito;Premium;2379627;1819085;107644260;21816427505,01;985027;629520506,28;2021-07-01
2843;20142;MasterCard;Crédito;Corporativo;64321;30762;848605;355055121,57;60160;32203804,34;2014-04-01
2844;20133;MasterCard;Débito;Básico Nacional;2578351;757430;11219650;650430576,37;72;13024,61;2013-07-01
2845;20222;VISA;Pré-Pago;Empresarial;4210;2196;38839;5161115,42;0;0,0;2022-04-01
2846;20203;MasterCard;Crédito;Outros;15813410;5375630;57889037;5966606212,51;104455;11027647,69;2020-07-01
2847;20162;VISA;Crédito;Empresarial;1671200;841148;13161396;3581439650,98;422121;168335428,38;2016-04-01
2848;20134;Diners Club;Crédito;Premium;8;5;24;3618,33;2;458,43;2013-10-01
2849;20113;Cheque Eletrônico;Débito;Outros;2507930;741575;105146;10911460,79;0;0,0;2011-07-01
2850;20154;Outras;Crédito;Básico Nacional;1306765;264350;118609;83596467,62;0;0,0;2015-10-01
2851;20153;VISA;Crédito;Platinum;5403248;3811601;138833866;18139347394,44;3978883;1027569001,64;2015-07-01
2852;20231;Elo;Pré-Pago;Outros;33936593;1715001;1079696;46551138,57;0;0,0;2023-01-01
2853;20232;Elo;Débito;Básico Nacional;204562242;42501827;929463242;54039769642,77;0;0,0;2023-04-01
2854;20163;VISA;Débito;Platinum;1706265;1092688;31418858;2535551612,01;1951;357071,23;2016-07-01
2855;20192;VISA;Débito;Outros;19;4;6;464,5;0;0,0;2019-04-01
2856;20161;VISA;Débito;Outros;10458;10458;14791;997500,22;9;564,29;2016-01-01
2857;20242;MasterCard;Pré-Pago;Empresarial;3894245;888244;40821795;2327552872,19;4287;786726,74;2024-04-01
2858;20151;VISA;Débito;Básico Internacional;125250275;36972509;536929058;33790192753,81;144943;20079651,38;2015-01-01
2859;20241;VISA;Crédito;Corporativo;638024;358295;5854214;2508559262,61;309554;297797031,77;2024-01-01
2860;20131;MasterCard;Débito;Platinum;1068879;473749;6565704;487686076,49;16067;4776280,31;2013-01-01
2861;20233;MasterCard;Débito;Empresarial;2190915;692544;14482146;940794060,56;13;4419,28;2023-07-01
2862;20142;MasterCard;Crédito;Platinum;4091076;2454948;79537677;10335449613,32;3402465;717567387,31;2014-04-01
2863;20174;VISA;Débito;Básico Internacional;113150141;27550239;557510138;36883879409,99;190383;13265328,57;2017-10-01
2864;20151;Diners Club;Crédito;Empresarial;403;291;2950;1214195,87;178;412702,81;2015-01-01
2865;20124;MasterCard;Débito;Intermediário;903515;354083;7071626;503105051,92;4935;1255291,84;2012-10-01
2866;20194;American Express;Crédito;Platinum;472201;382135;11773038;2822928641,07;597645;418185757,83;2019-10-01
2867;20194;VISA;Pré-Pago;Outros;4969095;2781556;15278305;961900862,68;172753;34693847,78;2019-10-01
2868;20232;Outras;Crédito;Básico Internacional;97834;81501;38129;14120840,05;5;1246,96;2023-04-01
2869;20214;VISA;Débito;Premium;639171;319451;10906614;1197767263,73;394;94157,21;2021-10-01
2870;20142;VISA;Débito;Básico Internacional;132490427;36408683;512237231;31045111422,02;199159;21845793,21;2014-04-01
2871;20123;Elo;Crédito;Básico Nacional;1389567;285689;1742880;88522491,52;0;0,0;2012-07-01
2872;20241;Elo;Débito;Outros;144033;90123;386491;43464342,98;0;0,0;2024-01-01
2873;20192;Elo;Crédito;Intermediário;904;244;1688;270772,94;4;671,55;2019-04-01
2874;20211;Elo;Pré-Pago;Básico Nacional;4073970;171498;437553;28076528,78;62;8905,27;2021-01-01
2875;20191;VISA;Débito;Premium;398266;219177;5700293;563416705,53;467;109347,5;2019-01-01
2876;20234;MasterCard;Crédito;Básico Internacional;98722960;28290681;344581218;35272863088,95;702369;109787300,91;2023-10-01
2877;20192;MasterCard;Pré-Pago;Intermediário;1550667;594365;6613190;277537877,17;0;0,0;2019-04-01
2878;20191;VISA;Crédito;Intermediário;7111789;5200438;158752580;19107305489,81;2175024;585158435,23;2019-01-01
2879;20163;MasterCard;Pré-Pago;Básico Nacional;7351;3058;107221;4445998,26;0;0,0;2016-07-01
2880;20151;MasterCard;Crédito;Empresarial;1042620;525846;7670878;1900614669,0;289076;120136708,3;2015-01-01
2881;20211;MasterCard;Pré-Pago;Básico Nacional;68261;29173;124912;74853188,66;0;0,0;2021-01-01
2882;20144;Elo;Débito;Outros;26896125;8746591;74292010;4433656517,15;0;0,0;2014-10-01
2883;20223;VISA;Pré-Pago;Corporativo;963284;102153;3975189;436510874,54;285175;91845472,8;2022-07-01
2884;20182;Elo;Débito;Outros;53328019;21017457;243638788;13947541445,48;0;0,0;2018-04-01
2885;20134;MasterCard;Débito;Básico Nacional;2531147;748944;12518813;770902938,72;77;23624,77;2013-10-01
2886;20124;VISA;Crédito;Empresarial;1848881;822657;11142667;4064488787,19;374656;164579569,71;2012-10-01
2887;20213;MasterCard;Crédito;Outros;18330248;6299101;77667820;7990023727,08;100827;14019991,03;2021-07-01
2888;20144;MasterCard;Débito;Básico Internacional;112453242;39085829;654385966;40414007332,63;181097;46044800,31;2014-10-01
2889;20231;MasterCard;Pré-Pago;Empresarial;2721209;964317;28591245;1898412222,47;7897;1533988,47;2023-01-01
2890;20153;VISA;Crédito;Intermediário;7483179;5384207;126214133;15646486311,97;3080731;723340301,16;2015-07-01
2891;20182;Bandeira própria;Pré-Pago;Outros;264662;63307;46047;1423023,43;43758;1385650,19;2018-04-01
2892;20242;Hipercard;Crédito;Intermediário;398;15;92;8842,56;1;0,01;2024-04-01
2893;20131;Outras;Crédito;Básico Nacional;805902;249938;65326;37666878,35;0;0,0;2013-01-01
2894;20213;VISA;Crédito;Platinum;8069894;5706368;226667268;34644167014,9;1349433;475284386,31;2021-07-01
2895;20192;MasterCard;Crédito;Básico Internacional;22996692;14707519;278275690;25578298379,14;1747612;293020775,67;2019-04-01
2896;20132;VISA;Crédito;Outros;3020662;883858;5616672;527373575,24;89873;9793301,75;2013-04-01
2897;20131;Elo;Débito;Outros;7463152;2188676;11899636;669753509,22;0;0,0;2013-01-01
2898;20133;VISA;Crédito;Outros;3025232;754592;5823137;570896303,78;104347;10863300,7;2013-07-01
2899;20234;VISA;Crédito;Outros;1964688;1018641;9442097;1962930591,32;136198;128952366,43;2023-10-01
2900;20201;VISA;Crédito;Básico Internacional;21879460;13504239;221242630;19704622930,44;1210942;195402385,01;2020-01-01
2901;20122;MasterCard;Crédito;Básico Internacional;13351453;8244397;110497970;10621478533,66;2105248;257707484,84;2012-04-01
2902;20141;VISA;Crédito;Corporativo;498851;246794;3341916;1316256104,29;207237;109372511,19;2014-01-01
2903;20152;Bandeira própria;Débito;Outros;1412512;387004;2400781;145477066,22;25424;605854,65;2015-04-01
2904;20184;Elo;Débito;Básico Internacional;24936707;8284040;221428045;12280899400,41;0;0,0;2018-10-01
2905;20163;Diners Club;Crédito;Intermediário;226756;204241;4013240;637408466,26;47387;17684589,66;2016-07-01
2906;20201;Hipercard;Crédito;Empresarial;2002;1462;10936;5571694,55;1;0,01;2020-01-01
2907;20181;VISA;Débito;Básico Internacional;114765863;28611097;557301224;35555642079,53;133706;13378995,51;2018-01-01
2908;20233;MasterCard;Pré-Pago;Empresarial;3313753;815649;34186472;2047711162,95;9281;1609006,84;2023-07-01
2909;20173;MasterCard;Crédito;Empresarial;1158117;813330;10555562;2258676227,58;320861;168616901,78;2017-07-01
2910;20182;VISA;Débito;Platinum;1712632;1137374;37647824;3005602560,36;1518;267916,33;2018-04-01
2911;20224;VISA;Crédito;Empresarial;2559216;1681020;46845645;12457878609,77;447645;392005239,0;2022-10-01
2912;20151;Elo;Crédito;Empresarial;85978;34510;323174;85375953,91;0;0,0;2015-01-01
2913;20114;MasterCard;Débito;Premium;134718;65100;696584;62615991,3;7803;2499061,43;2011-10-01
2914;20113;Outras;Crédito;Outros;2413446;396225;1153799;164137528,49;16;2659,74;2011-07-01
2915;20214;VISA;Débito;Corporativo;315351;3;1;12450,07;2;44,72;2021-10-01
2916;20123;MasterCard;Débito;Platinum;1035697;455110;6059093;435961620,95;14052;4003525,76;2012-07-01
2917;20222;Outras;Débito;Outros;3467849;1879740;43138415;4188472409,69;0;0,0;2022-04-01
2918;20221;Elo;Crédito;Básico Internacional;4674999;2784213;45325172;7592974343,36;47510;23958122,71;2022-01-01
2919;20141;VISA;Débito;Platinum;1543763;933095;23097061;1832919667,18;4;1739,29;2014-01-01
2920;20173;Elo;Crédito;Outros;542943;191676;2509072;231536207,87;0;0,0;2017-07-01
2921;20121;VISA;Débito;Básico Internacional;134476423;35137240;439221300;24454826053,17;209388;22661314,49;2012-01-01
2922;20221;Elo;Crédito;Outros;4171284;1936903;38789091;4875419385,53;44493;25371833,35;2022-01-01
2923;20193;Elo;Crédito;Intermediário;3750;1835;28432;4434314,74;10;4649,24;2019-07-01
2924;20162;VISA;Crédito;Premium;658027;485722;33654320;5574436568,76;1219475;431638821,92;2016-04-01
2925;20191;MasterCard;Débito;Básico Internacional;111688787;42415456;1045447980;61660473989,71;180649;43884231,4;2019-01-01
2926;20172;VISA;Crédito;Empresarial;966375;668247;13087627;2983713554,38;406854;192991166,75;2017-04-01
2927;20161;Bandeira própria;Débito;Outros;1546724;441627;2973581;186460750,53;88961;2530591,45;2016-01-01
2928;20231;VISA;Crédito;Corporativo;585757;340098;5291200;2138797090,52;254309;266332675,41;2023-01-01
2929;20202;Bandeira própria;Pré-Pago;Outros;424014;283751;404418462;1328113111,33;0;0,0;2020-04-01
2930;20213;VISA;Pré-Pago;Outros;18786125;6039193;108683166;5053125032,17;201324;26462967,43;2021-07-01
2931;20112;Bandeira própria;Crédito;Outros;614973;172602;832956;64143082,01;0;0,0;2011-04-01
2932;20173;Bandeira própria;Crédito;Outros;667927;191542;1913354;178024904,5;0;0,0;2017-07-01
2933;20241;Bandeira própria;Pré-Pago;Outros;744380;744379;987567281;2132940096,06;0;0,0;2024-01-01
2934;20132;American Express;Crédito;Platinum;626413;434535;11213289;1729975839,9;972809;399088659,53;2013-04-01
2935;20231;VISA;Débito;Básico Nacional;13681962;7923130;213432302;13829925352,27;2786;322586,67;2023-01-01
2936;20142;American Express;Crédito;Empresarial;115229;32350;850263;189038395,8;33093;19089003,7;2014-04-01
2937;20201;Elo;Pré-Pago;Outros;27988;2569;40552;2097101,87;56;4601,03;2020-01-01
2938;20211;VISA;Crédito;Básico Nacional;24299739;10553640;164405161;14470544825,41;147701;19136469,55;2021-01-01
2939;20221;Elo;Débito;Básico Nacional;43552033;16693896;414988527;25657831419,05;0;0,0;2022-01-01
2940;20141;Bandeira própria;Débito;Outros;1589367;351180;2179037;152709394,15;0;0,0;2014-01-01
2941;20144;Elo;Débito;Empresarial;21694;1213;11302;1662983,09;0;0,0;2014-10-01
2942;20113;American Express;Crédito;Outros;15511;5810;144416;13399313,77;6126;1276884,45;2011-07-01
2943;20162;Elo;Débito;Outros;40550299;14212768;132463683;7504118595,69;0;0,0;2016-04-01
2944;20222;MasterCard;Crédito;Intermediário;101075442;64928405;1192997274;118617439095,04;4774381;689095841,74;2022-04-01
2945;20151;VISA;Crédito;Premium;654124;468042;30800518;5183630641,41;1600452;631979616,81;2015-01-01
2946;20192;MasterCard;Crédito;Platinum;5780048;4542494;192777678;23645589321,7;3442909;934781571,36;2019-04-01
2947;20114;MasterCard;Crédito;Premium;248439;158374;6483778;1137028146,32;452091;210974314,7;2011-10-01
2948;20231;VISA;Crédito;Básico Internacional;37601838;17574545;268324152;29986492724,68;722443;147931136,76;2023-01-01
2949;20213;Hipercard;Crédito;Platinum;2382468;2235699;37081916;5945029801,85;1;0,01;2021-07-01
2950;20194;MasterCard;Crédito;Intermediário;28010224;19777766;517911083;46699322718,16;3701535;697272594,38;2019-10-01
2951;20113;VISA;Crédito;Outros;2424689;1120475;7632485;667173172,5;34835;7667508,91;2011-07-01
2952;20194;MasterCard;Crédito;Premium;2042982;1619626;125711082;23122204138,5;4489752;2082264767,51;2019-10-01
2953;20204;VISA;Pré-Pago;Corporativo;741747;135038;2513152;223770219,42;266433;55407962,34;2020-10-01
2954;20153;Elo;Débito;Outros;36180489;11288313;110584452;6383535566,9;0;0,0;2015-07-01
2955;20241;MasterCard;Crédito;Premium;6888959;5006580;372680368;71425168453,33;7735559;4139760557,85;2024-01-01
2956;20114;Cheque Eletrônico;Débito;Outros;2555673;748436;80223;9142477,77;0;0,0;2011-10-01
2957;20134;VISA;Crédito;Platinum;4950362;3286476;119603807;15961591355,26;4839643;1059777271,11;2013-10-01
2958;20174;VISA;Crédito;Platinum;4727063;3516530;163819046;20885333272,82;4732027;990520813,97;2017-10-01
2959;20122;Bandeira própria;Crédito;Outros;608151;189081;1104308;115944659,53;0;0,0;2012-04-01
2960;20174;Bandeira própria;Pré-Pago;Outros;59581;16543;32527;2144208,36;0;0,0;2017-10-01
2961;20211;VISA;Crédito;Corporativo;569255;250963;2873682;894725884,62;69192;109839068,57;2021-01-01
2962;20231;Elo;Pré-Pago;Intermediário;12003987;171149;918175;39883206,07;0;0,0;2023-01-01
2963;20112;VISA;Crédito;Platinum;3365641;2088043;72174180;8954097155,77;3092932;604184728,91;2011-04-01
2964;20154;MasterCard;Crédito;Corporativo;47546;24800;1042583;398949367,93;63389;45656544,59;2015-10-01
2965;20214;Elo;Débito;Outros;2373;284;4774;1891164,69;0;0,0;2021-10-01
2966;20183;MasterCard;Débito;Premium;207559;116633;1941271;187986734,75;3788;1645548,28;2018-07-01
2967;20182;MasterCard;Crédito;Corporativo;109924;73588;2235189;811596844,5;202198;125884331,14;2018-04-01
2968;20122;VISA;Débito;Premium;190356;105560;1828135;179512904,89;8;746,84;2012-04-01
2969;20213;Outras;Débito;Outros;3456113;1807797;42458780;3976732984,82;0;0,0;2021-07-01
2970;20213;MasterCard;Crédito;Platinum;12666285;10334876;381410090;47548514867,53;2653414;633851814,98;2021-07-01
2971;20203;Elo;Crédito;Básico Nacional;4806325;2807885;61170082;5748101148,69;17948;4790800,64;2020-07-01
2972;20164;Cheque Eletrônico;Débito;Outros;324230;121629;673;366680,0;0;0,0;2016-10-01
2973;20191;MasterCard;Pré-Pago;Intermediário;329137;107462;760476;31494133,29;0;0,0;2019-01-01
2974;20121;Cheque Eletrônico;Débito;Outros;2553645;754201;43975;6599155,51;0;0,0;2012-01-01
2975;20242;Elo;Crédito;Outros;276579;228009;12610223;2909514061,02;37987;19698570,21;2024-04-01
2976;20241;VISA;Crédito;Intermediário;37970882;24484162;446484823;51922703825,95;1391438;281151792,43;2024-01-01
2977;20233;MasterCard;Pré-Pago;Outros;11129771;723609;8524572;402582899,29;60043;10038703,96;2023-07-01
2978;20163;MasterCard;Crédito;Outros;9054751;3607957;44009351;4094759526,16;21155;2874105,27;2016-07-01
2979;20172;MasterCard;Crédito;Corporativo;60780;36057;1348101;495929965,54;95399;65244277,38;2017-04-01
2980;20152;Diners Club;Crédito;Empresarial;370;248;3317;1385295,15;190;960320,59;2015-04-01
2981;20201;MasterCard;Crédito;Básico Nacional;23813929;6709407;69802261;5902927470,23;39679;2813973,25;2020-01-01
2982;20122;VISA;Débito;Platinum;1234361;793075;16469240;1260995809,93;14;1345,96;2012-04-01
2983;20224;Elo;Débito;Outros;157453310;26739352;514273811;30647583541,35;0;0,0;2022-10-01
2984;20232;VISA;Pré-Pago;Básico Nacional;14399570;3761927;62845574;3545993728,3;553;89153,12;2023-04-01
2985;20152;Diners Club;Crédito;Premium;10;6;71;21602,08;1;90,16;2015-04-01
2986;20151;American Express;Crédito;Corporativo;159274;88340;1959455;1217309246,19;207522;173333464,16;2015-01-01
2987;20164;Outras;Crédito;Outros;1042342;319267;2961853;481177223,9;3;420,89;2016-10-01
2988;20204;American Express;Crédito;Empresarial;22349;16353;446921;227174558,15;14951;23670131,91;2020-10-01
2989;20231;MasterCard;Pré-Pago;Intermediário;46261543;26604871;1010684818;36469312550,19;1;0,01;2023-01-01
2990;20162;VISA;Crédito;Básico Nacional;27694675;14646027;159067313;13453984403,75;275956;12581104,16;2016-04-01
2991;20194;VISA;Crédito;Básico Nacional;32975226;12002913;178165557;15338201361,22;212533;23398361,24;2019-10-01
2992;20242;Bandeira própria;Débito;Básico Nacional;23660;8316;566;225399,91;0;0,0;2024-04-01
2993;20152;MasterCard;Débito;Básico Nacional;2026758;728413;12012633;739074164,12;33;11173,09;2015-04-01
2994;20213;VISA;Crédito;Intermediário;23443552;15568357;318907087;37189468858,74;797130;173529617,33;2021-07-01
2995;20211;Bandeira própria;Pré-Pago;Outros;534055;419331;639342163;1359928181,06;0;0,0;2021-01-01
2996;20112;Hipercard;Crédito;Básico Nacional;9007730;5300513;53801257;5472772753,1;0;0,0;2011-04-01
2997;20242;American Express;Crédito;Platinum;17038;14291;386227;52724556,15;2304;975528,77;2024-04-01
2998;20232;MasterCard;Débito;Intermediário;80907363;55572742;974989130;49151540458,17;36588;7442358,23;2023-04-01
2999;20233;Elo;Débito;Básico Internacional;668149;563231;2310800;134447653,59;0;0,0;2023-07-01
3000;20163;VISA;Crédito;Básico Internacional;16872995;10170768;172429707;15485605845,79;2225981;235661750,14;2016-07-01
3001;20221;MasterCard;Crédito;Outros;19135315;6340517;74300064;8045179508,73;84999;13046656,34;2022-01-01
3002;20184;VISA;Crédito;Premium;829755;637726;49498400;8403245002,44;1543791;735442892,92;2018-10-01
3003;20112;VISA;Débito;Básico Nacional;10438725;3627208;40469276;2189937873,22;9;441,49;2011-04-01
3004;20121;American Express;Crédito;Corporativo;183233;86786;1700558;973772436,64;177760;113780929,58;2012-01-01
3005;20181;MasterCard;Pré-Pago;Outros;1023;717;1445;290116,66;0;0,0;2018-01-01
3006;20194;Elo;Crédito;Básico Nacional;4532668;2462719;61802545;5295953495,91;83421;27777773,29;2019-10-01
3007;20223;Bandeira própria;Débito;Básico Nacional;27839;8163;136385;10959667,74;0;0,0;2022-07-01
3008;20142;American Express;Crédito;Intermediário;1788062;989888;20609855;2004650641,25;810550;202706989,18;2014-04-01
3009;20214;VISA;Débito;Platinum;1880311;983392;41714744;4054121071,44;536;113025,86;2021-10-01
3010;20192;Elo;Débito;Empresarial;542876;239382;5318533;629358184,51;0;0,0;2019-04-01
3011;20223;Elo;Débito;Empresarial;1009315;366055;8409745;1252153290,66;0;0,0;2022-07-01
3012;20132;Cheque Eletrônico;Débito;Outros;2612020;653816;11322;1971644,08;0;0,0;2013-04-01
3013;20114;MasterCard;Débito;Empresarial;473822;125725;1621341;195084200,5;1045;425898,99;2011-10-01
3014;20233;VISA;Crédito;Intermediário;29784511;19095845;424783334;49434220642,34;1395528;295670037,54;2023-07-01
3015;20201;VISA;Débito;Outros;338;97;254;55049,5;0;0,0;2020-01-01
3016;20224;MasterCard;Pré-Pago;Básico Internacional;153289;107868;453028;33776978,5;1631;58703,94;2022-10-01
3017;20142;VISA;Crédito;Outros;3044088;645830;6079907;628885668,57;106015;9561651,0;2014-04-01
3018;20211;VISA;Débito;Intermediário;2265079;1385961;44069797;3772655423,42;363;77449,04;2021-01-01
3019;20181;Hipercard;Crédito;Básico Nacional;4902040;3468711;54216750;7041349346,83;0;0,0;2018-01-01
3020;20224;Elo;Pré-Pago;Outros;32320201;1702483;1538919;64421724,71;0;0,0;2022-10-01
3021;20211;Elo;Débito;Básico Nacional;204691343;81049998;947102111;59296968332,87;0;0,0;2021-01-01
3022;20184;MasterCard;Débito;Básico Nacional;982850;531604;13789713;918136785,17;52;19782,03;2018-10-01
3023;20142;Bandeira própria;Débito;Outros;1533645;360365;2331776;151356689,44;0;0,0;2014-04-01
3024;20233;Outras;Crédito;Básico Internacional;95245;79988;35132;15276999,29;0;0,0;2023-07-01
3025;20143;VISA;Débito;Premium;292281;163425;3417384;342026145,75;5;2525,14;2014-07-01
3026;20242;Elo;Crédito;Básico Internacional;3985112;2104518;46720493;8195857472,26;62139;27736079,9;2024-04-01
3027;20231;MasterCard;Crédito;Básico Nacional;23770058;5205612;63634917;6739899224,04;72033;2324832,27;2023-01-01
3028;20173;VISA;Crédito;Outros;4141259;452610;6654320;793784715,93;50165;6140941,53;2017-07-01
3029;20211;MasterCard;Crédito;Outros;17044962;5635014;65723456;6602683681,19;102715;12077749,88;2021-01-01
3030;20224;MasterCard;Pré-Pago;Corporativo;2712176;1295545;14916504;598101970,85;86164;3721026,41;2022-10-01
3031;20164;MasterCard;Crédito;Básico Internacional;14770476;9562413;165252805;16490516186,3;1805575;182726978,07;2016-10-01
3032;20111;Elo;Débito;Básico Nacional;43;5;10;53,55;0;0,0;2011-01-01
3033;20212;Elo;Crédito;Platinum;58617;49296;1264700;199448785,61;1239;301126,71;2021-04-01
3034;20222;Elo;Débito;Básico Nacional;43249956;17096199;431068245;27450585149,77;0;0,0;2022-04-01
3035;20154;MasterCard;Débito;Platinum;1051204;497055;10041866;821641760,97;7344;2460281,94;2015-10-01
3036;20174;MasterCard;Crédito;Premium;1067278;843533;57211470;11410355031,03;3395126;1362846611,59;2017-10-01
